userId,movieId,score
128,14,3
128,21,3
128,21,4
128,33,3
128,34,4
128,36,3
129,1,3
129,1,4
129,2,4
129,4,3
129,5,2
129,5,4
129,5,4
129,11,3
129,18,2
129,19,3
129,19,4
129,26,1
129,35,4
130,1,4
130,1,4
130,2,3
130,2,3
130,2,4
130,2,4
130,5,4
130,13,3
130,14,4
130,15,4
130,19,3
130,22,3
131,2,3
131,2,4
131,11,4
131,14,3
131,14,3
131,14,4
131,18,3
131,21,4
131,22,4
131,23,4
131,33,3
131,35,3
131,35,3
131,39,4
131,40,3
132,1,3
132,11,2
132,11,4
132,14,3
132,16,3
132,18,2
132,18,3
132,18,4
133,1,4
133,5,4
133,11,3
133,12,4
133,12,4
133,12,4
133,16,2
133,18,2
133,19,4
133,23,2
133,27,2
133,31,3
133,32,4
133,35,2
133,38,2
133,39,4
134,1,2
134,1,3
134,8,3
134,11,4
134,13,3
134,14,3
134,14,3
134,17,3
134,22,3
134,26,4
134,27,3
134,33,3
134,34,2
134,39,3
135,1,4
135,11,4
135,11,3
135,13,3
135,13,3
135,14,4
135,14,1
135,16,3
135,17,2
135,17,4
135,27,3
136,1,4
136,1,4
136,5,3
136,8,3
136,8,4
136,11,4
136,11,4
136,13,3
136,15,2
136,17,2
136,24,2
136,32,1
136,33,3
136,33,3
136,34,3
136,35,4
136,39,4
136,39,4
137,8,4
137,12,3
137,12,4
137,15,2
137,19,4
137,21,2
137,23,2
137,23,2
137,33,4
137,34,4
137,35,3
137,39,1
137,39,3
138,1,3
138,4,3
138,5,3
138,11,4
138,13,4
138,21,4
138,23,2
138,24,3
138,28,4
138,30,3
138,33,4
138,33,4
138,36,4
138,37,3
138,40,4
139,11,2
139,12,4
139,18,3
139,23,3
139,30,4
139,32,3
139,32,4
140,2,4
140,2,4
140,2,4
140,4,4
140,11,3
140,14,4
140,21,3
140,22,2
140,23,4
140,24,4
140,25,4
140,25,2
140,32,3
140,33,3
140,40,3
140,40,3
141,1,4
141,1,3
141,1,4
141,2,3
141,5,4
141,8,4
141,11,4
141,11,3
141,12,4
141,19,4
141,19,4
141,32,4
141,32,4
141,33,3
141,35,2
141,39,3
141,40,2
142,1,4
142,1,4
142,1,4
142,1,4
142,2,4
142,5,3
142,11,4
142,13,2
142,17,4
142,21,2
142,21,4
142,25,2
142,27,3
142,33,3
142,37,2
142,39,4
142,40,2
142,40,4
143,1,4
143,1,4
143,2,4
143,2,3
143,12,3
143,15,3
143,15,4
143,15,4
143,18,3
143,18,4
143,19,4
143,19,3
143,23,4
143,23,4
143,27,4
143,31,4
143,37,3
144,1,4
144,1,4
144,2,3
144,3,3
144,3,3
144,11,4
144,12,3
144,14,3
144,15,4
144,19,4
144,24,2
144,27,4
144,32,3
144,34,3
144,35,2
144,38,4
145,1,4
145,1,4
145,1,4
145,2,4
145,2,2
145,2,2
145,5,3
145,5,2
145,11,4
145,13,4
145,14,3
145,14,4
145,15,3
145,19,4
145,19,3
145,24,3
145,33,4
146,1,3
146,2,4
146,5,4
146,5,2
146,8,4
146,12,3
146,14,4
146,14,3
146,21,3
146,23,2
146,31,4
146,33,3
147,1,3
147,1,4
147,7,2
147,7,3
147,15,2
147,15,4
147,15,2
147,19,4
147,22,2
147,24,3
147,32,4
147,38,2
148,3,3
148,8,3
148,11,4
148,12,3
148,15,2
148,15,2
148,17,2
148,22,3
148,25,4
148,29,3
148,31,4
148,33,4
148,40,2
149,1,4
149,1,3
149,1,3
149,3,3
149,4,4
149,4,3
149,4,4
149,11,4
149,11,4
149,12,2
149,14,4
149,18,3
149,19,3
149,19,4
149,29,3
149,32,2
149,32,3
149,36,4
149,37,2
149,38,4
150,1,4
150,1,4
150,2,3
150,4,4
150,7,3
150,8,3
150,11,2
150,11,4
150,11,4
150,11,4
150,14,4
150,14,4
150,14,4
150,22,4
150,22,4
150,22,4
150,23,3
150,33,4
150,33,4
151,1,4
151,2,4
151,3,3
151,5,4
151,8,4
151,10,3
151,11,4
151,12,3
151,17,3
151,19,2
151,19,4
151,27,3
151,29,3
151,31,3
151,33,3
151,34,4
152,1,4
152,2,3
152,5,2
152,5,4
152,7,2
152,11,4
152,15,3
152,19,4
152,19,4
152,19,1
152,19,3
152,24,4
152,31,4
152,31,4
152,36,3
152,40,4
153,1,4
153,2,4
153,2,4
153,9,3
153,10,2
153,11,4
153,11,4
153,11,4
153,12,3
153,13,2
153,14,4
153,15,3
153,19,4
153,23,4
153,24,2
153,25,4
153,30,3
153,30,2
153,30,2
153,35,3
153,35,2
153,40,3
154,1,4
154,2,3
154,2,4
154,2,2
154,16,3
154,18,2
154,19,4
154,19,4
154,20,4
154,23,4
154,23,2
154,34,4
154,34,3
155,1,3
155,2,4
155,7,3
155,10,3
155,11,4
155,14,2
155,19,3
155,23,4
155,23,2
155,25,3
155,25,3
155,27,4
155,27,1
156,1,4
156,1,3
156,2,4
156,2,4
156,5,4
156,11,4
156,13,3
156,21,2
156,21,3
156,22,3
156,23,4
156,23,3
156,23,4
156,23,4
156,32,2
156,36,3
157,11,3
157,17,3
157,22,3
157,29,4
157,32,3
157,33,2
157,33,3
158,1,4
158,1,2
158,1,2
158,1,4
158,5,4
158,11,4
158,11,4
158,14,3
158,15,4
158,19,4
158,19,3
158,23,4
158,23,3
158,27,3
159,1,4
159,1,3
159,1,4
159,2,3
159,2,4
159,8,1
159,11,4
159,11,4
159,13,4
159,17,4
159,20,5
159,33,3
159,33,2
159,33,3
159,33,4
159,35,4
160,1,2
160,2,3
160,5,4
160,5,4
160,11,4
160,14,4
160,15,3
160,19,3
160,21,4
160,23,4
160,25,3
160,33,2
160,33,2
161,2,4
161,2,3
161,2,4
161,5,3
161,11,4
161,19,2
161,22,3
161,23,4
161,23,3
161,25,3
161,29,3
161,39,2
162,1,4
162,1,4
162,2,4
162,2,3
162,4,3
162,14,3
162,16,3
162,18,3
162,19,3
162,22,2
162,29,2
162,33,3
162,35,3
162,37,3
162,39,3
163,2,4
163,5,4
163,8,3
163,11,4
163,14,4
163,14,3
163,22,3
163,24,2
163,31,4
163,32,5
163,33,3
163,35,3
163,38,3
163,38,4
164,1,4
164,2,4
164,5,4
164,11,5
164,11,3
164,15,3
164,19,4
164,31,3
164,32,4
165,3,3
165,8,3
165,15,4
165,15,4
165,19,2
165,24,2
165,33,3
166,13,4
166,19,2
166,31,3
166,31,2
166,35,3
166,35,4
166,39,4
166,40,3
167,4,4
167,6,5
167,8,1
167,10,4
167,12,3
167,31,4
167,33,4
167,38,3
168,2,3
168,11,4
168,11,3
168,13,3
168,13,3
168,14,4
168,19,3
168,30,4
168,34,5
168,38,4
168,40,3
169,5,2
169,11,3
169,18,5
169,27,4
169,30,5
169,32,4
169,33,4
169,38,2
169,38,3
169,38,4
170,1,3
170,1,4
170,11,3
170,12,3
170,22,3
170,28,4
170,40,4
171,1,3
171,1,4
171,5,4
171,5,4
171,9,4
171,9,4
171,11,4
171,11,4
171,13,4
171,19,3
171,22,2
171,27,1
171,31,3
171,39,3
172,1,3
172,1,4
172,3,4
172,4,4
172,11,4
172,13,4
172,15,3
172,24,3
172,32,4
172,33,3
172,37,2
172,39,3
172,40,3
173,1,3
173,1,3
173,11,3
173,14,4
173,14,4
173,15,3
173,15,4
173,18,2
173,19,4
173,29,3
173,32,4
173,33,4
173,34,4
173,35,4
173,35,4
173,37,4
173,38,4
174,1,4
174,10,4
174,11,2
174,15,3
174,15,4
174,15,3
174,16,2
174,19,3
174,19,3
174,19,3
174,22,3
174,31,4
174,40,4
175,2,4
175,10,4
175,11,4
175,14,4
175,14,4
175,19,3
175,22,3
175,25,3
175,27,3
175,29,2
175,33,3
176,5,3
176,11,4
176,14,4
176,14,2
176,14,4
176,17,2
176,19,3
176,27,3
176,32,2
176,34,2
177,1,4
177,2,5
177,13,3
177,14,3
177,14,3
177,15,4
177,15,3
177,19,4
177,23,3
177,33,3
177,37,3
177,39,4
178,1,2
178,5,4
178,12,3
178,14,4
178,21,3
178,36,4
178,39,1
179,11,3
179,25,3
179,26,3
179,30,4
179,32,4
179,33,3
180,8,4
180,10,2
180,14,3
180,15,4
180,22,4
180,30,3
180,36,4
180,39,4
181,1,4
181,2,3
181,2,4
181,6,4
181,9,3
181,11,4
181,19,3
181,19,2
181,33,4
181,38,4
181,38,4
181,39,2
182,1,3
182,1,4
182,3,3
182,5,3
182,12,3
182,14,3
182,17,2
182,19,4
182,29,4
182,31,4
182,31,2
182,32,4
183,1,4
183,1,4
183,1,3
183,11,4
183,11,3
183,12,3
183,12,2
183,12,2
183,13,2
183,17,2
183,19,2
183,31,4
183,39,3
184,2,4
184,8,3
184,10,2
184,11,4
184,14,4
184,17,4
184,18,4
184,19,3
184,23,3
184,31,4
184,37,2
184,39,4
184,40,3
185,1,4
185,5,4
185,13,3
185,14,3
185,14,3
185,15,4
185,15,4
185,16,3
185,18,4
185,18,2
185,26,3
185,29,2
185,33,3
185,33,4
185,39,3
185,40,4
186,5,4
186,10,3
186,11,4
186,12,4
186,13,4
186,14,4
186,14,3
186,17,3
186,22,4
186,22,3
186,33,4
186,35,3
186,37,3
187,2,2
187,3,4
187,11,4
187,11,2
187,13,2
187,19,3
187,25,3
187,31,3
187,35,4
187,40,4
188,1,3
188,1,4
188,2,4
